#SpecName      Dummy     eps/k     sigma     Dummy     Dummy     Dummy
C7H14OOH3X1        2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H14OOH1X5        2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H14OOH2X6        2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H14OOH3X7        2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H15O2HX1         2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H15O2HX2         2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H15O2HX3         2   561.0   6.317   1.7 0.0 1.0 !   WJP
C7H14O1X2          2   511.5   6.297   0.0 0.0 1.0 !   C8H16-1-5 WJP 
C7H14O2X3          2   511.5   6.297   0.0 0.0 1.0 !   C8H16-1-5 WJP 
C7H14O3X4          2   511.5   6.297   0.0 0.0 1.0 !   C8H16-1-5 WJP 
C7H14O1X5          2   511.5   6.297   0.0 0.0 1.0 !   C8H16-1-5 WJP 
C7H14O2X6          2   511.5   6.297   0.0 0.0 1.0 !   C8H16-1-5 WJP 
C7H14OOH3X1O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
C7H14OOH4X1O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
C7H14OOH1X4O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
C7H14OOH1X5O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
C7H14OOH2X6O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
C7H14OOH3X7O2      2   600.6   7.229   1.8 0.0 1.0 !   NC10H22O WJP
NC7KET14           2   581.3   6.506   2.0 0.0 1.0 !   1C8H17OH WJP
NC7KET26           2   581.3   6.506   2.0 0.0 1.0 !   1C8H17OH WJP
NC7KET37           2   581.3   6.506   2.0 0.0 1.0 !   1C8H17OH WJP
NC7KET31           2   581.3   6.506   2.0 0.0 1.0 !   1C8H17OH WJP

C7POOH15X7           2   713.380     6.630     0.000     0.000     0.000  !FlameMaster
C7POOH25X7           2   713.380     6.630     0.000     0.000     0.000
C7POOH14X2           2   713.380     6.630     0.000     0.000     0.000
C7POOH14X6           2   713.380     6.630     0.000     0.000     0.000
C7POOH15X3           2   713.380     6.630     0.000     0.000     0.000
C7POOH25X3           2   713.380     6.630     0.000     0.000     0.000
C7POOH26X4           2   713.380     6.630     0.000     0.000     0.000
C7POOH25X4           2   713.380     6.630     0.000     0.000     0.000
C7POOH14X3           2   713.380     6.630     0.000     0.000     0.000
C7H131X4OOH          2   625.746     6.153     0.000     0.000     0.000
C7H132X5OOH          2   625.746     6.153     0.000     0.000     0.000
C7H133X6OOH          2   625.746     6.153     0.000     0.000     0.000
C7H133X1OOH          2   625.746     6.153     0.000     0.000     0.000
C7O24X1OOH           2   669.264     6.393     0.000     0.000     0.000
C7O46X1OOH           2   669.264     6.393     0.000     0.000     0.000
C7O35X1OOH           2   669.264     6.393     0.000     0.000     0.000
C7O57X1OOH           2   669.264     6.393     0.000     0.000     0.000
C7O35X2OOH           2   669.264     6.393     0.000     0.000     0.000
C7O57X2OOH           2   669.264     6.393     0.000     0.000     0.000
C7O46X2OOH           2   669.264     6.393     0.000     0.000     0.000
C7O46X3OOH           2   669.264     6.393     0.000     0.000     0.000

CH2CH2CHO            2   424.600     4.820     0.000     0.000     1.000 ! NMM
C3H6COCH3X1          2   489.084     5.348     0.000     0.000     0.000    !FLAMEMASTER
NXC4H9COCH2          2   534.323     5.625     0.000     0.000     0.000    !FLAMEMASTER
C2H5COC2H4P          2   489.084     5.348     0.000     0.000     0.000    !FLAMEMASTER
C3H6COC2H5X1         2   534.323     5.625     0.000     0.000     0.000    !FLAMEMASTER
C2H3COCH3            2   454.0   5.413   3.3 0.0 1.0 !   WJP
C2H5COC2H3           2   476.7   5.714   2.7 0.0 1.0 !   WJP
NXC4H9CO             2   476.0   5.778   2.6 0.0 1.0 !   WJP
C2H5CHCO             2   436.950     5.016     0.000     0.000     0.000    !FLAMEMASTER
C6H111X3             2   482.473     5.307     0.000     0.000     0.000    !FLAMEMASTER
C5H11X2              2   523.2   5.664   1.7 0.0 1.0 !   WJP
C5H10X2              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H91X1              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H91X3              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H91X4              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H91X5              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H92X5              2   396.8   5.458   0.0 0.0 1.0 !   WJP
C5H81X3              2   408.000     5.200     0.000     0.000     1.000 ! NMM
C5H9O1X3             2   523.2   5.664   1.7 0.0 1.0 !   1C5H11OH WJP
C4H10                2   350.9   5.206   0.0 0.0 1.0 !   WJP
C4H8X2               2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H71X1              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H71X2              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H71X3              2   355.000     4.650     0.000     0.000     1.000 ! NMM
C4H71X4              2   355.000     4.650     0.000     0.000     1.000 ! NMM
PXC4H8OH             2   502.2       5.356   1.8 0.0 1.0 !   WJP BASED ON NC4H9OH (N-BUTANOL)
C4H8OHX1O2           2   502.2       5.356   1.8 0.0 1.0 !   WJP BASED ON NC4H9OH (N-BUTANOL)
C4H8O1X3             2   496.000     5.200     0.000     0.000     1.000 ! WJP
C2H5O2H              2   470.600     4.410     0.000     0.000     1.500 ! WJP    
C3H6OOH1X3           2   435.2   4.662   2.7 0.0 1.0 !   WJP
C3H6OOH1X3O2         2   435.2   4.662   2.7 0.0 1.0 !   WJP
C3KET13              2   464.2   5.009   2.6 0.0 1.0 !   WJP
C3H6CHOX1            2   464.2   5.009   2.6 0.0 1.0 !   WJP
C3H6CHOX2            2   464.2   5.009   2.6 0.0 1.0 !   WJP
C3H6CHOX3            2   464.2   5.009   2.6 0.0 1.0 !   WJP
NXC3H7COCH3          2   477.0   5.735   2.5 0.0 1.0 !   WJP
C2H5COCH3            2   454.0   5.413   3.3 0.0 1.0 !   TCPC


IXC8H16              2   485.6   6.440   0.3 0.0 1.0 !   WJP
IXC8H15              2   485.6   6.440   0.3 0.0 1.0 !   WJP
DXC8H17O             2   581.3   6.506   2.0 0.0 1.0 !   WJP
CC8H16OOHXD          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
CC8H16OOHXB          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC8H16OOHXD          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
AC8H16OOHXD          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC8H16OOHXA          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
BC8H16OOHXC          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC8H16OOHXC          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DXC8H17O2H           2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8ETERBC            2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8ETERCD            2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8ETERAA            2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8ETERDD            2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8ETERAD            2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
AC8H16OOHXAO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
AC8H16OOHXDO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
CC8H16OOHXAO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC8H16OOHXAO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC8H16OOHXDO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
AC8H16OOHXCO2        2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8KETAA             2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
DC6H12CHOXD          2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8KETDD             2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
IC8KETAC             2   581.3   6.506   2.0 0.0 1.0 !   WJP, C8H17OH-1
HXC6H12CHO           2   576.942     5.876     0.000     0.000     0.000  !FlameMaster
AC8H15GOOHGAB        2   748.325     6.813     0.000     0.000     0.000 !FlameMaster
DC8H15GOOHGBD        2   748.325     6.813     0.000     0.000     0.000
AC8H15GOOHGBD        2   748.325     6.813     0.000     0.000     0.000
AC8H15GOOHGAD        2   748.325     6.813     0.000     0.000     0.000
BC8H15GOOHGAA        2   748.325     6.813     0.000     0.000     0.000
BC8H15GOOHGAD        2   748.325     6.813     0.000     0.000     0.000
BC8H15GOOHGDD        2   748.325     6.813     0.000     0.000     0.000
BC8H15GOOHGAC        2   748.325     6.813     0.000     0.000     0.000
AC8H15GOOHGAC        2   748.325     6.813     0.000     0.000     0.000
CGOOHGETRAA          2   705.790     6.590     0.000     0.000     0.000
AGOOHGETRAD          2   705.790     6.590     0.000     0.000     0.000
DGOOHGETRAA          2   705.790     6.590     0.000     0.000     0.000
DGOOHGETRBD          2   705.790     6.590     0.000     0.000     0.000
BGOOHGETRAD          2   705.790     6.590     0.000     0.000     0.000
DGOOHGETRAB          2   705.790     6.590     0.000     0.000     0.000
BGOOHGETRDD          2   705.790     6.590     0.000     0.000     0.000
BGOOHGETRAA          2   705.790     6.590     0.000     0.000     0.000
AGOOHGETRAB          2   705.790     6.590     0.000     0.000     0.000
DC8H15GOOHGAB        2   748.325     6.813     0.000     0.000     0.000
AGOOHGETRBD          2   705.790     6.590     0.000     0.000     0.000
DC8H15GOOHGAD        2   748.325     6.813     0.000     0.000     0.000
DGOOHGETRAD          2   705.790     6.590     0.000     0.000     0.000
AGOOHGETRAC          2   705.790     6.590     0.000     0.000     0.000
AGOOHGETRBC          2   705.790     6.590     0.000     0.000     0.000
XC8OOHA              2   664.007     6.365     0.000     0.000     0.000
TXC4H8CHO            2   489.084     5.348     0.000     0.000     0.000    !FLAMEMASTER
TXC4H9CO             2   476.0   5.778   2.6 0.0 1.0 !   NC4H9CHO
PC7H13XO             2   437.3        6.168        0        0        1        !!!        NEOC7H16
IXC3H6CHO            2   436.4   5.352   0.0 0.0 1.0 !   WJP
YC7H13XY2            2   541.5        5.674        1.8        0        1        !!!        DC6H13O
PXC7H15              2   437.3   6.168   0.0 0.0 1.0 !   WJP
IC4H7XI1             2   380.022     4.633     0.000     0.000     0.000    !FLAMEMASTER
CC6H11XB             2   430.1        5.833        0        0        1        !!!        IC6H12
NEOXC6H11            2   397.9   5.767   0.0 0.0 1.0 !   WJP
AXC3H5OOH            2   481.5   4.997   1.7 0.0 1.0 !   WJP NC3H7OH
C3H6OOH2X1O2         2   435.2   4.662   2.7 0.0 1.0 !   WJP
C3KET21              2   464.2   5.009   2.6 0.0 1.0 !   WJP
IXC4H10              2   335.7   5.208   0.1 0.0 1.0 !   WJP
IXC4H8O              2   444.197     5.063     0.000     0.000     0.000    !FLAMEMASTER
IXC4H9O              2   496.000     5.200     0.000     0.000     1.000 ! NMM
IXC4H9O2H            2   505.540     5.450     0.000     0.000     0.000    !FLAMEMASTER
O2C4H8CHO            2   588.531     5.942     0.000     0.000     0.000    !FLAMEMASTER
O2HC4H8CO            2   588.531     5.942     0.000     0.000     0.000    !FLAMEMASTER
C3H6OH2X1            2   395.749     4.741     0.000     0.000     0.000 !FlameMaster new
IXC3H5OH             2   459.5   5.036   1.7 0.0 1.0 !   WJP
YC7H13OXY2           2   458.5        6.414        0        0        1        !!!        IC8H18
PC7H13OXO            2   561.0   6.317   1.7 0.0 1.0 !   1C7H15OH WJP




!FlameMaster
!C2H5O2             2   403.365     4.793     0.000     0.000     0.000
!HOC2H4O2           2   443.200     4.120     0.000     0.000     0.000
!CH3CHCO            2   383.872     4.660     0.000     0.000     0.000
!IXC3H7             2   329.514     4.272     0.000     0.000     0.000
!NXC3H7O            2   395.749     4.741     0.000     0.000     0.000
!C2H3CO             2   379.854     4.632     0.000     0.000     0.000
!C2H5CO             2   387.860     4.687     0.000     0.000     0.000
!CH2CCH2OH           2   387.860     4.687     0.000     0.000     0.000
!CH3CHCHO           2   387.860     4.687     0.000     0.000     0.000
!CH3COCH2           2   387.860     4.687     0.000     0.000     0.000
!C2H5CHO            2   391.819     4.715     0.000     0.000     0.000
!CH3COCH3           2   391.819     4.715     0.000     0.000     0.000
!CH3COCH2O           2   447.639     5.086     0.000     0.000     0.000
!C3H6OOH1X2           2   454.761     5.132     0.000     0.000     0.000
!C3H6OOH2X1           2   454.761     5.132     0.000     0.000     0.000
!IXC3H7O2           2   454.761     5.132     0.000     0.000     0.000
!NXC3H7O2           2   454.761     5.132     0.000     0.000     0.000
!CH3COCH2O2           2   502.115     5.429     0.000     0.000     0.000
!CH3COCH2O2H           2   505.403     5.449     0.000     0.000     0.000
!C4H7               2   380.022     4.633     0.000     0.000     0.000
!C4H7O              2   440.584     5.040     0.000     0.000     0.000
!C4H8X1             2   384.039     4.661     0.000     0.000     0.000
!SXC4H9             2   388.026     4.689     0.000     0.000     0.000
!NXC3H7CHO           2   444.197     5.063     0.000     0.000     0.000
!NXC3H7CO           2   440.584     5.040     0.000     0.000     0.000
!PXC4H9             2   388.026     4.689     0.000     0.000     0.000
!PXC4H9O            2   447.788     5.087     0.000     0.000     0.000
!IXC4H7             2   380.022     4.633     0.000     0.000     0.000
!IXC4H8             2   384.039     4.661     0.000     0.000     0.000
!IXC4H7OH           2   444.197     5.063     0.000     0.000     0.000
!IXC3H5CHO           2   436.950     5.016     0.000     0.000     0.000
!IXC4H7O            2   440.584     5.040     0.000     0.000     0.000
!IXC3H6CO           2   436.950     5.016     0.000     0.000     0.000
!IXC4H9             2   388.026     4.689     0.000     0.000     0.000
!TXC4H9             2   388.026     4.689     0.000     0.000     0.000
!TXC4H9O            2   447.788     5.087     0.000     0.000     0.000
!IXC3H5CO           2   433.294     4.992     0.000     0.000     0.000
!C2H5COCH2           2   440.584     5.040     0.000     0.000     0.000
!CH2CH2COCH3           2   440.584     5.040     0.000     0.000     0.000
!IXC3H7CO           2   440.584     5.040     0.000     0.000     0.000
!IXC4H6OH           2   440.584     5.040     0.000     0.000     0.000
!TXC3H6CHO           2   440.584     5.040     0.000     0.000     0.000
!IXC3H7CHO           2   444.197     5.063     0.000     0.000     0.000
!IXC4H7OOH           2   498.949     5.410     0.000     0.000     0.000
!C4H8OOH1X3           2   502.252     5.430     0.000     0.000     0.000
!IXC4H9O2           2   502.252     5.430     0.000     0.000     0.000
!IC4H8O2HXT           2   502.252     5.430     0.000     0.000     0.000
!IC4H8O2HXI           2   502.252     5.430     0.000     0.000     0.000
!CXC4H8O            2   444.197     5.063     0.000     0.000     0.000
!PXC4H9O2           2   502.252     5.430     0.000     0.000     0.000
!TXC4H9O2           2   502.252     5.430     0.000     0.000     0.000
!TXC4H9O2H           2   505.540     5.450     0.000     0.000     0.000
!TC4H8O2HXI           2   502.252     5.430     0.000     0.000     0.000
!TXC3H6O2CHO           2   546.562     5.698     0.000     0.000     0.000
!TXC3H6O2HCO           2   546.562     5.698     0.000     0.000     0.000
!IC4KETII           2   549.655     5.716     0.000     0.000     0.000
!NC4KET13           2   549.655     5.716     0.000     0.000     0.000
!C4H8OOH1X3O2           2   600.078     6.009     0.000     0.000     0.000
!IC4H8OOHXIO2           2   600.078     6.009     0.000     0.000     0.000
!NEOXC5H11           2   440.735     5.041     0.000     0.000     0.000
!NEOXC5H11O           2   495.769     5.390     0.000     0.000     0.000
!NXC3H7COCH2           2   489.084     5.348     0.000     0.000     0.000
!NEOC5KETOX           2   540.467     5.661     0.000     0.000     0.000
!NEOXC5H10OOH           2   546.691     5.698     0.000     0.000     0.000
!NEOXC5H11O2           2   546.691     5.698     0.000     0.000     0.000
!NEOC5KET           2   591.463     5.959     0.000     0.000     0.000
!NEOC5H10OOHXO2           2   639.455     6.230     0.000     0.000     0.000
!NEOC5H9Q2XN           2   639.455     6.230     0.000     0.000     0.000
!IXC6H11            2   482.473     5.307     0.000     0.000     0.000
!CC6H11OXB           2   534.323     5.625     0.000     0.000     0.000
!AXC5H10            2   437.102     5.017     0.000     0.000     0.000
!C6H13X1            2   489.224     5.349     0.000     0.000     0.000
!C5H11X1            2   440.735     5.041     0.000     0.000     0.000
!C6H12X1            2   485.857     5.328     0.000     0.000     0.000
!C5H10X1            2   437.102     5.017     0.000     0.000     0.000
!C6H11              2   482.473     5.307     0.000     0.000     0.000
!C5H9               2   433.447     4.993     0.000     0.000     0.000
!C5H11OX1           2   495.769     5.390     0.000     0.000     0.000
!C5H11O2X1           2   546.691     5.698     0.000     0.000     0.000

!NXC7H16            2   537.597     5.644     0.000     0.000     0.000
!C7H15X1            2   534.454     5.625     0.000     0.000     0.000
!C7H15X2            2   534.454     5.625     0.000     0.000     0.000
!C7H15X3            2   534.454     5.625     0.000     0.000     0.000
!C7H15X4            2   534.454     5.625     0.000     0.000     0.000
!C7H14X2            2   531.297     5.606     0.000     0.000     0.000
!C7H14X3            2   531.297     5.606     0.000     0.000     0.000
!C7H13              2   528.126     5.587     0.000     0.000     0.000
!C7H15O2X1           2   628.552     6.169     0.000     0.000     0.000
!C7H15O2X2           2   628.552     6.169     0.000     0.000     0.000
!C7H15O2X3           2   628.552     6.169     0.000     0.000     0.000
!C7H15O2X4           2   628.552     6.169     0.000     0.000     0.000
!C7H15OX2           2   582.880     5.910     0.000     0.000     0.000
!C7H15OX3           2   582.880     5.910     0.000     0.000     0.000
!C7H15OX1           2   582.880     5.910     0.000     0.000     0.000
!C7H15OX4           2   582.880     5.910     0.000     0.000     0.000
!C7H14OOH1X4           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH2X5           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X6           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH1X3           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH2X4           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X5           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH4X2           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH2X3           2   628.552     6.169     0.000     0.000     0.000
!C7H14O1X3           2   579.916     5.893     0.000     0.000     0.000
!C7H14O2X4           2   579.916     5.893     0.000     0.000     0.000
!C7H14O3X5           2   579.916     5.893     0.000     0.000     0.000
!C7H14O1X4           2   579.916     5.893     0.000     0.000     0.000
!C7H14O2X5           2   579.916     5.893     0.000     0.000     0.000
!C7H14OOH1X3O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH2X4O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH2X5O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH3X5O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH3X6O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH4X2O2           2   713.380     6.630     0.000     0.000     0.000
!NC7KET13           2   669.264     6.393     0.000     0.000     0.000
!NC7KET24           2   669.264     6.393     0.000     0.000     0.000
!NC7KET35           2   669.264     6.393     0.000     0.000     0.000
!NC7KET42           2   669.264     6.393     0.000     0.000     0.000
!NC7KET25           2   669.264     6.393     0.000     0.000     0.000
!NC7KET36           2   669.264     6.393     0.000     0.000     0.000
!NXC4H9CHO           2   492.434     5.369     0.000     0.000     0.000
!YXC7H15            2   534.454     5.625     0.000     0.000     0.000
!IXC8H18            2   580.040     5.894     0.000     0.000     0.000
!AXC8H17            2   577.066     5.876     0.000     0.000     0.000
!BXC8H17            2   577.066     5.876     0.000     0.000     0.000
!CXC8H17            2   577.066     5.876     0.000     0.000     0.000
!DXC8H17            2   577.066     5.876     0.000     0.000     0.000
!AXC8H17O2           2   666.695     6.379     0.000     0.000     0.000
!AXC8H17O2H           2   669.375     6.394     0.000     0.000     0.000
!BXC8H17O2           2   666.695     6.379     0.000     0.000     0.000
!BXC8H17O2H           2   669.375     6.394     0.000     0.000     0.000
!CXC8H17O2           2   666.695     6.379     0.000     0.000     0.000
!CXC8H17O2H           2   669.375     6.394     0.000     0.000     0.000
!JXC8H16            2   574.080     5.859     0.000     0.000     0.000
!XXC7H14            2   531.297     5.606     0.000     0.000     0.000
!OXC7H14            2   531.297     5.606     0.000     0.000     0.000
!PXC7H14            2   531.297     5.606     0.000     0.000     0.000
!YXC7H14            2   531.297     5.606     0.000     0.000     0.000
!XXC7H13            2   528.126     5.587     0.000     0.000     0.000
!XC7H13OXZ           2   576.942     5.876     0.000     0.000     0.000
!DXC8H17O2           2   666.695     6.379     0.000     0.000     0.000
!YXC7H15O2           2   628.552     6.169     0.000     0.000     0.000
!CXC8H17O           2   623.049     6.138     0.000     0.000     0.000
!AXC8H17O           2   623.049     6.138     0.000     0.000     0.000
!BXC8H17O           2   623.049     6.138     0.000     0.000     0.000
!AC8H16OOHXA           2   666.695     6.379     0.000     0.000     0.000
!BC8H16OOHXD           2   666.695     6.379     0.000     0.000     0.000
!BC8H16OOHXA           2   666.695     6.379     0.000     0.000     0.000
!AC8H16OOHXB           2   666.695     6.379     0.000     0.000     0.000
!DC8H16OOHXB           2   666.695     6.379     0.000     0.000     0.000
!AC8H16OOHXC           2   666.695     6.379     0.000     0.000     0.000
!CC8H16OOHXA           2   666.695     6.379     0.000     0.000     0.000
!YC7H14OOHXY2           2   628.552     6.169     0.000     0.000     0.000
!IC8ETERAC           2   620.225     6.122     0.000     0.000     0.000
!YXYXC7H14O           2   579.916     5.893     0.000     0.000     0.000
!IC8ETERAB           2   620.225     6.122     0.000     0.000     0.000
!IC8ETERBD           2   620.225     6.122     0.000     0.000     0.000
!YC7H13OOHXX1           2   625.746     6.153     0.000     0.000     0.000
!YC7H13OOHXX2           2   625.746     6.153     0.000     0.000     0.000
!TXC4H9CHO           2   492.434     5.369     0.000     0.000     0.000
!AC8H16OOHXBO2           2   748.325     6.813     0.000     0.000     0.000
!BC8H16OOHXAO2           2   748.325     6.813     0.000     0.000     0.000
!BC8H16OOHXDO2           2   748.325     6.813     0.000     0.000     0.000
!DC8H16OOHXBO2           2   748.325     6.813     0.000     0.000     0.000
!IC8KETAB           2   705.790     6.590     0.000     0.000     0.000
!IC8KETDB           2   705.790     6.590     0.000     0.000     0.000
!IC8KETBA           2   705.790     6.590     0.000     0.000     0.000
!IC8KETBD           2   705.790     6.590     0.000     0.000     0.000
!IC3H7COC3H6XT           2   576.942     5.876     0.000     0.000     0.000
!TC4H9COC2H4S           2   576.942     5.876     0.000     0.000     0.000
!YC7H13OXX1           2   576.942     5.876     0.000     0.000     0.000
!YC7H13OXX2           2   576.942     5.876     0.000     0.000     0.000

!new part, FlameMaster
!C7H14X1            2   531.297     5.606     0.000     0.000     0.000
!C7H131X3           2   528.126     5.587     0.000     0.000     0.000
!C7H131X4           2   528.126     5.587     0.000     0.000     0.000
!C7H131X5           2   528.126     5.587     0.000     0.000     0.000
!C7H131X6           2   528.126     5.587     0.000     0.000     0.000
!C7H131X7           2   528.126     5.587     0.000     0.000     0.000
!C7H132X4           2   528.126     5.587     0.000     0.000     0.000
!C7H132X5           2   528.126     5.587     0.000     0.000     0.000
!C7H132X6           2   528.126     5.587     0.000     0.000     0.000
!C7H132X7           2   528.126     5.587     0.000     0.000     0.000
!C7H133X1           2   528.126     5.587     0.000     0.000     0.000
!C7H133X5           2   528.126     5.587     0.000     0.000     0.000
!C7H133X6           2   528.126     5.587     0.000     0.000     0.000
!C7H133X7           2   528.126     5.587     0.000     0.000     0.000
!C7H13O1X3           2   576.942     5.876     0.000     0.000     0.000
!C7H13O2X4           2   576.942     5.876     0.000     0.000     0.000
!C7H13O3X5           2   576.942     5.876     0.000     0.000     0.000
!C7H14OOH1X2           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X2           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X4           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH4X3           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH4X1           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X1           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH1X5           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH2X6           2   628.552     6.169     0.000     0.000     0.000
!C7H14OOH3X7           2   628.552     6.169     0.000     0.000     0.000
!C7H15O2HX1           2   631.349     6.185     0.000     0.000     0.000
!C7H15O2HX2           2   631.349     6.185     0.000     0.000     0.000
!C7H15O2HX3           2   631.349     6.185     0.000     0.000     0.000
!C7H14O1X2           2   579.916     5.893     0.000     0.000     0.000
!C7H14O2X3           2   579.916     5.893     0.000     0.000     0.000
!C7H14O3X4           2   579.916     5.893     0.000     0.000     0.000
!C7H14O1X5           2   579.916     5.893     0.000     0.000     0.000
!C7H14O2X6           2   579.916     5.893     0.000     0.000     0.000

!C7H14OOH3X1O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH4X1O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH1X4O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH1X5O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH2X6O2           2   713.380     6.630     0.000     0.000     0.000
!C7H14OOH3X7O2           2   713.380     6.630     0.000     0.000     0.000
!NC7KET14           2   669.264     6.393     0.000     0.000     0.000
!NC7KET26           2   669.264     6.393     0.000     0.000     0.000
!NC7KET37           2   669.264     6.393     0.000     0.000     0.000
!NC7KET31           2   669.264     6.393     0.000     0.000     0.000
!C7POOH15X7           2   713.380     6.630     0.000     0.000     0.000
!C7POOH25X7           2   713.380     6.630     0.000     0.000     0.000
!C7POOH14X2           2   713.380     6.630     0.000     0.000     0.000
!C7POOH14X6           2   713.380     6.630     0.000     0.000     0.000
!C7POOH15X3           2   713.380     6.630     0.000     0.000     0.000
!C7POOH25X3           2   713.380     6.630     0.000     0.000     0.000
!C7POOH26X4           2   713.380     6.630     0.000     0.000     0.000
!C7POOH25X4           2   713.380     6.630     0.000     0.000     0.000
!C7POOH14X3           2   713.380     6.630     0.000     0.000     0.000
!C7H131X4OOH           2   625.746     6.153     0.000     0.000     0.000
!C7H132X5OOH           2   625.746     6.153     0.000     0.000     0.000
!C7H133X6OOH           2   625.746     6.153     0.000     0.000     0.000
!C7H133X1OOH           2   625.746     6.153     0.000     0.000     0.000
!C7O24X1OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O46X1OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O35X1OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O57X1OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O35X2OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O57X2OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O46X2OOH           2   669.264     6.393     0.000     0.000     0.000
!C7O46X3OOH           2   669.264     6.393     0.000     0.000     0.000

!CH2CH2CHO           2   387.860     4.687     0.000     0.000     0.000
!C3H6COCH3X1           2   489.084     5.348     0.000     0.000     0.000
!NXC4H9COCH2           2   534.323     5.625     0.000     0.000     0.000
!C2H5COC2H4P           2   489.084     5.348     0.000     0.000     0.000
!C3H6COC2H5X1           2   534.323     5.625     0.000     0.000     0.000
!C2H3COCH3           2   436.950     5.016     0.000     0.000     0.000
!C2H5COC2H3           2   485.716     5.327     0.000     0.000     0.000
!NXC4H9CO           2   489.084     5.348     0.000     0.000     0.000
